3.1522	0.22363
0.40863	0.96796
-0.67809	-0.065957
0.43135	-0.98419
-0.22636	-0.99821
-0.25561	-0.15545
0.16415	-0.47747
-1.1686	-0.36363
0.30663	-0.058156
0.11132	-0.79215
-0.90212	1.5651
-0.64916	0.055323
-1.3279	1.1623
-0.66756	0.047468
-1.458	0.69161
-0.46093	-0.69989
0.34562	-0.54411
1.1293	-1.5514
0.29166	0.81665
-1.7153	-1.1618
-1.6341	-0.78244
-0.98235	-0.070204
-2.674	1.803
1.1368	-0.41569
0.56633	-0.66212
-1.4525	-1.0306
0.12198	1.0148
-0.15879	-0.10173
0.81658	0.63374
1.1957	0.10544
0.08736	0.41012
1.2895	0.84681
-1.3256	0.49765
-0.25638	-2.5153
0.11591	0.96516
0.76102	-1.8474
0.24292	-0.027368
1.3504	1.8434
-0.45978	0.021811
0.14129	-1.3844
1.402	0.79837
2.0952	0.58559
-2.9602	-0.11757
-1.4298	0.63791
-1.9106	-1.314
-0.02154	0.41731
0.68661	0.41354
1.01	1.2325
-0.74442	-0.52092
-0.21714	-1.0834
-0.6976	-0.79801
0.53888	0.11448
-0.44557	1.7745
-0.50866	-0.77074
0.57611	1.5557
0.034002	-0.81634
-0.90218	0.75946
-1.2267	0.13017
1.3756	0.59937
-0.20865	-1.6058
-0.47717	0.60093
0.51871	-0.98086
-1.9406	0.10172
0.19104	0.20585
-0.54916	1.7141
0.23072	0.38914
1.3258	-0.27066
-0.3121	-2.0919
0.3974	-0.29792
-0.20489	0.32609
-0.66821	0.1125
2.02	-1.676
-1.624	0.26173
-0.18172	-0.32909
-1.1182	-1.0546
-1.1893	2.2737
2.1876	0.34989
0.13816	2.4786
-0.86124	-0.19981
-1.7958	-0.07498
-1.0016	-2.2054
-1.7347	0.7257
1.4007	1.3533
-1.6965	-1.4491
-0.56152	-0.72398
-0.82286	0.17456
0.75158	1.1557
-0.43886	-0.10285
1.0846	-0.77185
1.1618	0.20701
-0.48089	1.5348
-1.5165	0.057152
0.077252	0.17052
0.78327	0.30219
-0.2534	-0.61859
0.75224	0.18171
0.88461	0.37192
-0.95966	-0.33587
-0.25599	1.2756
0.21576	2.2643
4.534	2.8011
3.0298	4.6998
2.5	1.0367
1.9744	-0.9606
2.3028	2.2551
4.5282	6.4524
0.81058	0.12312
3.0124	0.95662
2.9499	3.1722
3.8932	4.2873
4.0708	6.1284
2.5261	1.5766
3.7648	3.8073
1.4499	0.49488
3.4637	5.0551
3.0226	3.0735
2.885	2.7158
2.7318	2.006
4.1213	4.8965
2.4933	2.9985
2.1719	1.3721
2.1993	2.284
3.8043	5.9824
3.5718	1.124
2.7885	2.7951
1.8482	-0.021651
5.3385	6.1369
2.6756	3.0138
2.4753	3.4486
3.5851	2.9479
2.1197	2.9127
1.0881	-1.4959
3.338	4.2899
2.148	-0.01009
2.8214	2.1206
4.0403	5.3983
0.97517	-1.4863
4.2662	4.845
3.9154	3.6114
2.6455	0.68961
3.8543	3.8702
2.1183	1.4555
2.3252	2.7797
3.3243	3.6624
3.9179	4.734
1.8301	0.99883
3.2753	4.3184
3.3129	2.685
3.0152	5.2797
4.0002	6.1895
3.1947	1.2116
3.2563	3.8388
3.6036	2.9584
3.2757	4.6501
3.2648	3.5791
3.2264	3.8211
3.1738	5.2342
3.028	2.5656
3.4935	3.1811
1.2809	1.3106
1.8395	2.8782
2.7739	3.5024
4.4767	5.4779
2.8935	3.2928
2.7227	4.6482
4.3346	6.8346
3.4987	2.1374
0.71919	-2.4067
0.45791	-2.3158
1.9854	2.0331
0.67498	0.44001
4.1723	4.8622
3.6534	5.4523
2.9344	1.8401
3.5215	3.2247
4.2699	4.1145
4.2734	4.2507
2.3558	2.2558
2.7	2.3407
2.7547	1.9677
1.6189	-0.1531
3.885	4.0611
0.68841	-1.2521
3.1482	0.4245
2.506	2.1034
4.4269	4.3652
2.3371	1.2843
3.6844	5.0949
2.9006	3.4426
2.4447	3.5491
2.7243	1.4981
3.2489	1.968
2.3807	1.0135
2.4653	1.8016
3.1793	4.1409
4.7447	4.3808
3.0852	2.94
1.5535	2.1641
3.5183	3.2647
3.5933	2.8196
-0.29136	2.7641
1.4162	2.2466
0.55228	2.458
0.73769	3.049
-0.049257	3.8683
0.24405	2.7982
-1.5704	2.0703
-0.065378	3.7563
0.97071	4.3003
0.79322	2.8675
-0.59915	5.5281
-0.27137	2.0015
-0.73278	2.8701
1.1169	4.505
-0.052496	3.1075
-0.50706	3.2675
1.0976	6.4163
1.8317	3.392
1.6169	4.6602
-0.43562	4.4865
-0.74101	5.1665
0.4687	3.9685
-0.20755	3.8117
0.14231	4.7977
0.93169	4.7817
0.016742	3.267
1.0021	5.0164
1.4263	3.0332
-2.5186	4.3765
0.78121	2.438
-1.8964	2.8261
-0.20114	4.0632
0.5824	2.8157
0.61459	2.8308
-0.30301	3.6146
-0.11675	3.2084
0.20781	2.3257
-0.39631	3.6141
-2.8458	3.8704
1.6551	1.8852
-0.35839	3.9314
-0.32405	4.2284
-0.27795	3.7664
-0.38046	1.7266
-0.1278	4.0927
-1.1655	3.314
-3.0794	5.116
-1.011	2.2195
-1.2131	3.47
1.8657	2.5122
-1.689	4.6082
-0.45376	4.4214
0.48313	2.3111
0.58207	2.2198
2.4932	1.7869
-2.131	5.4304
1.2458	3.081
1.0218	3.4677
-0.40691	3.0321
2.0228	3.1962
3.3486	2.5713
2.2013	3.9381
0.9888	3.0448
-1.4033	2.8543
0.54068	3.5238
-0.50097	2.9674
-0.26425	2.6486
0.42968	1.7091
0.9427	2.8124
1.8403	3.091
0.35308	6.1949
0.91091	2.8638
-0.99111	2.8154
0.12594	3.2719
-1.8456	4.8475
-2.2795	1.7774
-0.36917	1.4533
-1.237	4.7926
-2.1626	2.6726
1.8511	4.7021
-0.12218	2.8657
1.9833	2.0837
1.5731	2.9838
2.6533	3.7057
3.5475	3.7164
0.77039	4.7558
-1.3259	2.7122
-1.3582	3.613
-1.1651	4.7676
-0.26982	4.0446
2.9923	4.0707
1.0557	4.5234
1.3282	4.2047
-1.6175	3.0199
-0.16491	3.4347
-1.1511	2.0226
-0.12542	2.8227
1.7391	4.4824
-0.26255	3.1146
0.57105	3.6355
